Order,Site,BIDS_subID,BIDS_session,BIDS_run,data_to_nifti,filter_count_runs_per_sub,filter_count_runs_per_session,Original_ID,Original_data_structure (subID to nifti),"Modality (T1w, T2w, T2*w, BOLD, etc)",Sex,Age(Years),Age(Weeks),Age(Days),DOB,Date of Scan,Experimental_Condition,Species,"Usage (PRIME1, UWMadison, PRIME2, BrainCharts)",Path to Raw Data Folder (ACCESS),Path to Raw Data Folder (Server),Notes,,JSON,Longitudinal_ID
1234,site-newcastle,032102,001,1,sub-032102_ses-001_run-1_T1w.nii.gz,,1,6,,T1w,M,7.41,386.38,"2,704.65",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1235,site-newcastle,032102,002,1,sub-032102_ses-002_run-1_T1w.nii.gz,,1,6,,T1w,M,7.41,386.38,"2,704.65",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1236,site-newcastle,032103,001,1,sub-032103_ses-001_run-1_T1w.nii.gz,,1,7,,T1w,M,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1237,site-newcastle,032103,002,1,sub-032103_ses-002_run-1_T1w.nii.gz,,1,7,,T1w,M,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1238,site-newcastle,032104,001,1,sub-032104_ses-001_run-1_T1w.nii.gz,,1,8,,T1w,M,13.14,685.16,"4,796.10",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1239,site-newcastle,032104,002,1,sub-032104_ses-002_run-1_T1w.nii.gz,,1,8,,T1w,M,13.14,685.16,"4,796.10",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1240,site-newcastle,032104,003,1,sub-032104_ses-003_run-1_T1w.nii.gz,,1,8,,T1w,M,13.14,685.16,"4,796.10",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1241,site-newcastle,032105,001,1,sub-032105_ses-001_run-1_T1w.nii.gz,,1,9,,T1w,M,8.44,440.09,"3,080.60",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1242,site-newcastle,032106,001,1,sub-032106_ses-001_run-1_T1w.nii.gz,,1,10,,T1w,M,9.50,495.36,"3,467.50",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1243,site-newcastle,032107,001,1,sub-032107_ses-001_run-1_T1w.nii.gz,,1,11,,T1w,M,10.29,536.55,"3,755.85",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1244,site-newcastle,032108,001,1,sub-032108_ses-001_run-1_T1w.nii.gz,,1,12,,T1w,F,6.05,315.47,"2,208.25",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1245,site-newcastle,032109,001,1,sub-032109_ses-001_run-1_T1w.nii.gz,,1,13,,T1w,M,5.92,308.69,"2,160.80",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1246,site-newcastle,032110,001,1,sub-032110_ses-001_run-1_T1w.nii.gz,,1,14,,T1w,F,5.96,310.77,"2,175.40",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-newcastle,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-newcastle,FAKE T2,,,
1247,site-NIMH,032111,001,1,sub-032111_ses-001_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1248,site-NIMH,032111,002,1,sub-032111_ses-002_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1249,site-NIMH,032111,003,1,sub-032111_ses-003_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1250,site-NIMH,032111,004,1,sub-032111_ses-004_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1251,site-NIMH,032111,005,1,sub-032111_ses-005_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1252,site-NIMH,032111,006,1,sub-032111_ses-006_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1253,site-NIMH,032111,007,1,sub-032111_ses-007_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1254,site-NIMH,032111,008,1,sub-032111_ses-008_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1255,site-NIMH,032111,009,1,sub-032111_ses-009_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1256,site-NIMH,032111,010,1,sub-032111_ses-010_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1257,site-NIMH,032111,011,1,sub-032111_ses-011_run-1_T1w.nii.gz,,1,1,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1258,site-NIMH,032112,001,1,sub-032112_ses-001_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1259,site-NIMH,032112,002,1,sub-032112_ses-002_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1260,site-NIMH,032112,003,1,sub-032112_ses-003_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1261,site-NIMH,032112,004,1,sub-032112_ses-004_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1262,site-NIMH,032112,005,1,sub-032112_ses-005_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1263,site-NIMH,032112,006,1,sub-032112_ses-006_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1264,site-NIMH,032112,007,1,sub-032112_ses-007_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1265,site-NIMH,032112,008,1,sub-032112_ses-008_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1266,site-NIMH,032112,009,1,sub-032112_ses-009_run-1_T1w.nii.gz,,1,2,,T1w,F,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1267,site-NIMH,032113,001,1,sub-032113_ses-001_run-1_T1w.nii.gz,,1,3,,T1w,M,7.00,365.00,"2,555.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH,,,,
1268,site-NIMH-CT,032160,001,1,sub-032160_ses-001_run-1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH-CT,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH-CT,,,,
1269,site-NIMH-CT,032161,001,1,sub-032161_ses-001_run-1_T1w.nii.gz,,1,2,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH-CT,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH-CT,,,,
1270,site-NIMH-CT,032161,002,1,sub-032161_ses-002_run-1_T1w.nii.gz,,1,2,,T1w,F,6.00,312.86,"2,190.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH-CT,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH-CT,,,,
1271,site-NIMH-CT,032162,001,1,sub-032162_ses-001_run-1_T1w.nii.gz,,1,3,,T1w,M,3.00,156.43,"1,095.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-NIMH-CT,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-NIMH-CT,,,,
1272,site-nin,032222,001,1,sub-032222_ses-001_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1273,site-nin,032222,001,2,sub-032222_ses-001_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1274,site-nin,032222,001,3,sub-032222_ses-001_run_3_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1275,site-nin,032222,002,1,sub-032222_ses-002_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1276,site-nin,032222,002,2,sub-032222_ses-002_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1277,site-nin,032222,002,3,sub-032222_ses-002_run_3_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1278,site-nin,032222,003,1,sub-032222_ses-003_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1279,site-nin,032222,003,2,sub-032222_ses-003_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1280,site-nin,032222,003,3,sub-032222_ses-003_run_3_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1281,site-nin,032222,003,4,sub-032222_ses-003_run_4_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1282,site-nin,032222,004,1,sub-032222_ses-004_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1283,site-nin,032222,004,2,sub-032222_ses-004_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1284,site-nin,032222,004,3,sub-032222_ses-004_run_3_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1285,site-nin,032222,005,1,sub-032222_ses-005_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1286,site-nin,032222,005,2,sub-032222_ses-005_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1287,site-nin,032222,006,1,sub-032222_ses-006_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1288,site-nin,032222,006,2,sub-032222_ses-006_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1289,site-nin,032222,007,1,sub-032222_ses-007_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1290,site-nin,032222,007,2,sub-032222_ses-007_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1291,site-nin,032222,007,3,sub-032222_ses-007_run_3_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1292,site-nin,032222,008,1,sub-032222_ses-008_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1293,site-nin,032222,008,2,sub-032222_ses-008_run_2_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1294,site-nin,032222,008,3,sub-032222_ses-008_run_3_T1w.nii.gz,,0,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1295,site-nin,032222,009,1,sub-032222_ses-009_run_1_T1w.nii.gz,,1,1,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1296,site-nin,032223,001,1,sub-032223_ses-001_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1297,site-nin,032223,001,2,sub-032223_ses-001_run_2_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1298,site-nin,032223,001,3,sub-032223_ses-001_run_3_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1299,site-nin,032223,002,1,sub-032223_ses-002_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1300,site-nin,032223,002,2,sub-032223_ses-002_run_2_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1301,site-nin,032223,003,1,sub-032223_ses-003_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1302,site-nin,032223,003,2,sub-032223_ses-003_run_2_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1303,site-nin,032223,003,3,sub-032223_ses-003_run_3_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1304,site-nin,032223,004,1,sub-032223_ses-004_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1305,site-nin,032223,004,2,sub-032223_ses-004_run_2_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1306,site-nin,032223,004,3,sub-032223_ses-004_run_3_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1307,site-nin,032223,005,1,sub-032223_ses-005_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1308,site-nin,032223,005,2,sub-032223_ses-005_run_2_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1309,site-nin,032223,006,1,sub-032223_ses-006_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1310,site-nin,032223,006,2,sub-032223_ses-006_run_2_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1311,site-nin,032223,006,3,sub-032223_ses-006_run_3_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1312,site-nin,032223,006,4,sub-032223_ses-006_run_4_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1313,site-nin,032223,007,1,sub-032223_ses-007_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1314,site-nin,032223,007,2,sub-032223_ses-007_run_2_T1w.nii.gz,,0,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
1315,site-nin,032223,008,1,sub-032223_ses-008_run_1_T1w.nii.gz,,1,2,,T1w,M,5.00,260.72,"1,825.00",,,,Macaca Mulatta,,@bridges2:/ocean/projects/bio220042p/shared/data/DCAN/DCAN_in/site-nin,@atom:/data/Projects/indi_projects/PRIME/data_BIDS/site-nin,open head,,,
